Episodic Reward,
260.0,
330.0,
580.0,
480.0,
330.0,
680.0,
980.0,
780.0,
680.0,
680.0,
630.0,
360.0,
230.0,
780.0,
530.0,
880.0,
630.0,
580.0,
380.0,
390.0,
130.0,
210.0,
780.0,
780.0,
760.0,
1080.0,
630.0,
430.0,
360.0,
680.0,
460.0,
310.0,
1030.0,
260.0,
780.0,
330.0,
1300.0,
410.0,
330.0,
680.0,
530.0,
880.0,
880.0,
290.0,
580.0,
630.0,
830.0,
630.0,
930.0,
630.0,
630.0,
1080.0,
830.0,
1470.0,
480.0,
480.0,
530.0,
510.0,
1030.0,
680.0,
510.0,
360.0,
580.0,
880.0,
1300.0,
930.0,
330.0,
780.0,
330.0,
380.0,
1180.0,
1180.0,
880.0,
480.0,
380.0,
660.0,
480.0,
1180.0,
530.0,
730.0,
530.0,
930.0,
780.0,
1080.0,
1030.0,
510.0,
1440.0,
580.0,
930.0,
480.0,
580.0,
730.0,
810.0,
680.0,
480.0,
930.0,
680.0,
430.0,
460.0,
730.0,
830.0,
780.0,
780.0,
1280.0,
730.0,
780.0,
1370.0,
530.0,
560.0,
780.0,
430.0,
630.0,
530.0,
1320.0,
1280.0,
880.0,
980.0,
780.0,
580.0,
1080.0,
780.0,
430.0,
1180.0,
880.0,
930.0,
980.0,
880.0,
1560.0,
1320.0,
530.0,
1180.0,
1530.0,
1930.0,
730.0,
1320.0,
930.0,
930.0,
2030.0,
880.0,
1700.0,
630.0,
980.0,
1750.0,
1030.0,
580.0,
930.0,
780.0,
1610.0,
980.0,
1660.0,
830.0,
1080.0,
1320.0,
1610.0,
1440.0,
830.0,
480.0,
430.0,
630.0,
730.0,
1370.0,
1350.0,
630.0,
1510.0,
830.0,
830.0,
410.0,
1490.0,
2030.0,
1180.0,
1610.0,
2400.0,
1280.0,
1420.0,
630.0,
1730.0,
1440.0,
2000.0,
1350.0,
1130.0,
1370.0,
980.0,
1280.0,
980.0,
1180.0,
780.0,
930.0,
580.0,
2050.0,
1540.0,
1760.0,
1540.0,
580.0,
1390.0,
260.0,
530.0,
1080.0,
830.0,
1440.0,
530.0,
1320.0,
530.0,
1180.0,
630.0,
1180.0,
730.0,
780.0,
1280.0,
1320.0,
530.0,
980.0,
1500.0,
1530.0,
530.0,
680.0,
730.0,
1030.0,
1080.0,
1280.0,
980.0,
1650.0,
1530.0,
1300.0,
1300.0,
830.0,
2280.0,
1080.0,
1300.0,
1390.0,
1470.0,
1180.0,
1540.0,
1480.0,
1320.0,
1130.0,
1300.0,
1300.0,
1370.0,
1030.0,
1300.0,
2150.0,
1710.0,
1660.0,
1780.0,
1180.0,
2600.0,
1630.0,
1500.0,
1530.0,
930.0,
1130.0,
1180.0,
830.0,
1690.0,
1410.0,
2030.0,
1320.0,
1650.0,
580.0,
1630.0,
1080.0,
2050.0,
680.0,
510.0,
1630.0,
2550.0,
3100.0,
2450.0,
2500.0,
2300.0,
2280.0,
1280.0,
1370.0,
1300.0,
1730.0,
2500.0,
980.0,
730.0,
2950.0,
1350.0,
1610.0,
880.0,
1660.0,
2100.0,
1560.0,
1280.0,
1490.0,
1280.0,
1410.0,
1540.0,
1280.0,
1280.0,
830.0,
1030.0,
780.0,
1510.0,
1520.0,
580.0,
930.0,
2150.0,
1510.0,
1930.0,
1300.0,
1830.0,
1280.0,
1030.0,
1390.0,
1450.0,
1080.0,
2950.0,
1580.0,
1130.0,
730.0,
1630.0,
1540.0,
1080.0,
1440.0,
1630.0,
1610.0,
1280.0,
1180.0,
2500.0,
1560.0,
1390.0,
1280.0,
2400.0,
1410.0,
2900.0,
1980.0,
980.0,
1320.0,
1700.0,
2700.0,
1280.0,
1980.0,
3270.0,
880.0,
1180.0,
2430.0,
2000.0,
1980.0,
1080.0,
1180.0,
1900.0,
980.0,
2150.0,
2250.0,
1280.0,
730.0,
1510.0,
1340.0,
1340.0,
3280.0,
780.0,
1830.0,
2100.0,
1560.0,
2050.0,
2580.0,
1760.0,
2050.0,
1780.0,
1300.0,
1130.0,
1390.0,
1080.0,
1500.0,
1300.0,
1710.0,
2650.0,
1430.0,
880.0,
1640.0,
1930.0,
830.0,
1550.0,
1950.0,
1540.0,
2200.0,
2230.0,
1410.0,
1280.0,
530.0,
1370.0,
930.0,
1830.0,
1800.0,
1650.0,
2500.0,
1300.0,
1080.0,
980.0,
1300.0,
2080.0,
1710.0,
930.0,
2150.0,
2480.0,
1960.0,
1130.0,
1130.0,
1080.0,
2650.0,
3520.0,
3100.0,
980.0,
1420.0,
1880.0,
2150.0,
2150.0,
1080.0,
2000.0,
3000.0,
1280.0,
1620.0,
2030.0,
1300.0,
1560.0,
880.0,
2400.0,
2150.0,
2400.0,
2500.0,
2600.0,
1080.0,
1880.0,
2300.0,
1580.0,
1080.0,
2250.0,
1180.0,
1180.0,
3280.0,
1180.0,
1780.0,
1510.0,
1790.0,
2850.0,
3000.0,
2850.0,
1390.0,
930.0,
2230.0,
2800.0,
2700.0,
1780.0,
1600.0,
1780.0,
3000.0,
1640.0,
3100.0,
1710.0,
2200.0,
3220.0,
1300.0,
1080.0,
1930.0,
880.0,
2010.0,
1080.0,
1880.0,
1930.0,
1280.0,
1980.0,
1300.0,
1640.0,
1080.0,
730.0,
2450.0,
1030.0,
1300.0,
2750.0,
2600.0,
1390.0,
830.0,
1980.0,
2030.0,
1710.0,
1180.0,
1730.0,
1080.0,
2250.0,
1280.0,
2030.0,
2250.0,
1490.0,
980.0,
1280.0,
1320.0,
1980.0,
880.0,
2300.0,
1280.0,
1280.0,
1980.0,
1980.0,
1080.0,
560.0,
2130.0,
1480.0,
2800.0,
2150.0,
2750.0,
1300.0,
1680.0,
2900.0,
1300.0,
1300.0,
3100.0,
1510.0,
2850.0,
1880.0,
1440.0,
1850.0,
2400.0,
2500.0,
1830.0,
2400.0,
1440.0,
2000.0,
930.0,
3340.0,
2600.0,
2850.0,
3620.0,
1830.0,
3100.0,
2650.0,
1860.0,
2550.0,
980.0,
1350.0,
3100.0,
680.0,
1420.0,
3000.0,
1800.0,
1180.0,
1480.0,
1660.0,
930.0,
1980.0,
1280.0,
1640.0,
1960.0,
2030.0,
680.0,
